generation,objective,score,fatemol,smiles,fate,mol
1,qed,0.5475249933126408,,CC1C(=O)OC(=O)C=CC1c1cc2c3c4c1CCNC4=NC(CO)N3CC1CCCCC21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbd74d9a80>
1,qed,0.4890697762046358,,CCC1CC2c3c(cc(C4=CC=C(O)CC(O)=C4Cl)c4ccnc(c34)CC2NC)C1CC,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712a660>
1,qed,0.6746301941110863,,CC12CC1OC(O)CCC2C1Cc2c3c(cc4c(CO)cc5c(c24)C1CCC5)CCCC3,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712b4c0>
1,qed,0.5381394780458699,,CN1CCC(c2nc3c4c(nc5c3c3c(cccc23)CC5CO)CCCC4)C(O)C(O)C1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115760>
1,qed,0.6549628682697832,,OCc1ccc(C2Oc3c4c(nc5c3C3C(=NC5CO)NCCN23)CCCC4)c(Cl)c1F,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47130860>
1,qed,0.6042503200680647,,CC(CO)NC(=O)CCCC1CC2c3c(c(CO)cc4c3C1CCO4)CN1CCCCC21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47116200>
1,qed,0.7439271198750621,,CC1(O)CC12C(N1OC3C4CCCCC4=NC4C(CO)Cc5cccc1c5C43)CC21CC1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47116020>
1,qed,0.6225523717491447,,CC1CC2(C)CC2C(C2CC3c4c(c(CO)nc5c4C2C=CC5)CC2OCCCC23)C1C,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff058f0>
2,qed,0.4407370309825617,,CCOC1=NC(NC)C2OC3CCCC4=C3C2C(OC4C2OC2(C(C)O)C(C)(C)C)C1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115da0>
2,qed,0.6226604241441507,,COC1CC2CC3CC34C(C3CCC(O)C(C)C3(C)C)=Cc3c5c(nc1c3C24)CCCC5,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115440>
2,qed,0.5714300102388492,,CCC1C2=C3C(CC4COCCC4C3SC1c1ccc(CN)cc1Cl)NC(=O)CC2O.F,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff065c0>
2,qed,0.5704757979731458,,CC1C=CC(N2CC3c4ccccc4CC(C=O)N4OC5CCCC2C5C34)CNC(C)C1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff042c0>
2,qed,0.2124699081370182,,CC(O)C(O)(OCO)C(O)C1(C)OC(OCC2CCCCO2)C2C(CC=C=O)C=CCC21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff06200>
2,qed,0.616065795947032,,CCC1CC2CCSC3C2C2C(CN3C(CCC(O)F)C(C)=O)C3CCSCC3OC12.O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712b7e0>
2,qed,0.639270940233452,,Cc1c(C2NC3c4ccccc4OC4C(CO)OC5CSCC2N5C34)cnc(CO)c1F,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2b920>
2,qed,0.3478520316824702,,COc1nc2cccc3c(C4C(C)N(C)CN(C)C4F)nc4c5c(nc1c4c23)CCCC5,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2b470>
3,qed,0.3294333007785872,,O=C1C(c2ccc(CO)c(S)c2O)NC2C3CCOCC3OC3C(CO)CC(CO)N1C23,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff05f80>
3,qed,0.5299490476047929,,CCC1CC2CCCC3C(C4CCC(O)C(C)C45CC5)CC4C5CCCOC5OC1C4C23,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712bbf0>
3,qed,0.5412281772690115,,CCC(F)C1CC1C(=O)O.COC1CC(CO)C2NC3CSCSC3C3COC(C)C1C32,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712b790>
3,qed,0.5209379505545757,,CCC1C(C2=CCC(NC)CCC2N)=NC2C3CCOCC3OC3CC(O)CC(O)C1C32,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2bc40>
3,qed,0.7123563920337074,,CCC1CCC(C2CC3c4ccccc4OC45C(C)C4OC4CCCC2C4C35)C(O)C1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2a700>
3,qed,0.18339041172432313,,CC1(OO)C2C=C3C4CCCCC4CC(OC4CC4)C3C3CCOC32OC1(O)C(O)NO,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc471302c0>
3,qed,0.5848066034566123,,CCOc1cc2c(cc1O)C1C(C=C2CC)CCCC1C(=O)C1CC(C(=O)O)SCC1C,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbd7b534c0>
3,qed,0.6811810994760054,,CCCC(O)(C1Cc2ccccc2CC2CCCCC(=O)C21)n1ccc(C(C)=N)cc1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff051c0>
4,qed,0.3105599406834221,,O=C=C1CC2C(F)CCC3CCCC4C(C5CC=C(CO)C(O)C5O)NC(C1CO)N2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2b380>
4,qed,0.5996386822593881,,CCCC(O)(c1ccc(C(C)=N)cc1O)C1ON(C)CCCC2OCc3ccccc3C21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712a0c0>
4,qed,0.3533769059403406,,CCOC1=C(S)CC2C(C1)C(CO)CC1=CCCC(C(=O)C3CC(CCF)SCC3C)C12,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2ae80>
4,qed,0.6201669921531693,,CCCC1CON(C2C3SCCCN4C3C3C2c2ccccc2OC32C(O)C42)C(O)C1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2a570>
4,qed,0.377286440361579,,CCCC(C)(c1ccc(C(=N)N)cc1C)C1CC2CCCCC2CC2C=CC=CC(O)C21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2a660>
5,qed,0.3834566936357521,,C=C1NCC2C1OC1C(O)C(NCC)CC3C1C2N1C3CC2CC(COC)C(O)C(O)C21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2a980>
5,qed,0.30854279591443373,,CC1CNCC2CNC3CC=CCC3C2C2(O1)OC2(SCN)c1ccc(N(C)C)cc1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff29d50>
5,qed,0.599878820803431,,CCN1C=C2CCCN(C(=O)C(CC3(F)CC3C)C(N)=O)C2=C2SC(F)C(C3CC3)CC21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff07c40>
5,qed,0.6165182619289602,,COC1C2COC2C2CC3=C4C(CCC3)CC(CCO)(c3ccc(C(C)C)cc3C)C1C42,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba4280c20>
5,qed,0.5237424276974662,,O=C1OC2(CN3C(CCCC3C(O)C3CC(C4CC4)OCC3O)CC2CO)SC1C1CC1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47117380>
6,qed,0.5420235002314211,,CCSC12CC3CCCC4(Cc5cc(C6CO6)ccc51)CC1C(O)C(C)C(SC)C2C1C34,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2bec0>
6,qed,0.3948271063780642,,CCN1COC(C(CCO)C2C(CCOC)C2S(=O)(=O)NC)C2CC(O)C(C(C)C)SC21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff066b0>
6,qed,0.6712822685404267,,C=C1C2CC3C(C)OCC3C3C2C(CN1CCC)C1NC2CC(SCC)C(C)C(O)C2N13,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42813f0>
6,qed,0.700316309196051,,CCOC1(c2ccc(C(C)N)cc2O)SC2CCCC3=CC4COCOC5(CC5)C1C4N32,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbd7650090>
6,qed,0.5194839979257254,,CCN1CCN(C2CC2C)CCCC2C(=CCCC2C(O)C(CC2(O)CC2C)C(=O)O)C1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42819e0>
6,qed,0.3897449314105839,,CCCC1CC2(CC1C)OC1C(CCCC1C(O)C(CC(O)C(N)=O)C(=O)O)CC2C=O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff28040>
6,qed,0.3989741547325141,,CCCC1SC2COC(C3NC=CC4CC4OCC3CCN3C(=O)N3CO)C2C(O)C1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47129b20>
7,qed,0.4148312814708319,,CCNC(O)(c1ccc(C2CC2)cc1O)C(C1OC2CCOC2=NC1=CCO)S(C)(=O)=O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712bd30>
7,qed,0.37252275548223657,,CC=CC1CC2CON(C(=O)CCCOC(C)CC3CC34C(C)C4CCC)C2(C)CC1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff049a0>
7,qed,0.18826601454140243,,CCC(=O)CC1(O)CC2OC(C(NC=O)COO1)C(OC)C(O)C2O.O=C(O)NC1CC1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115990>
7,qed,0.5283142091635532,,CCC(C)=C1OCC(SC)CC2CCOC(C(C)C(CC34CC3C4C)C(C)O)C23CC3O1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff29c60>
7,qed,0.19861184989097289,,C1OO1.CCCC(CC1C(CCCCC(C)C)CCC2CCC(C)C21)N1CCCCC1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff06e30>
7,qed,0.5821132552630702,,CCOC1=NC2C3NC4=CC(CCO)C(C)C(O)C4C3C(C3CCC4CC43)C23OC3C1C,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff07060>
7,qed,0.6677480440674441,,CCC1OCN2C3CCCC2(C2C=C(C(=O)O)CC=C2C(COC)C3)C2CC2N(C)C1C,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff05300>
7,qed,0.3282605266015512,,CC(=O)N(C(=O)C(C)C(CCCOC1CC1C)C(CO)CC1(C=O)CC1)C1CC(=O)CS1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc471158f0>
8,qed,0.24691801831863497,,CCC1CCC2C3CC(OOC)C(O)C(C=C(O)C(=O)O)C2(CCO3)OCCN(C)C1C,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff28e00>
8,qed,0.3372108686850464,,C=CCC1CC2OC(C3CC(O)C(O)C(OCC)C3)C(OCC)C2C(N)C1C.OCCO,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba4277f60>
8,qed,0.4560568369174092,,CCC1C=C=C(N(C)CC)C=NCC2C(CCOC2C(=O)OP(=O)(O)C2CCCCC2)C1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba4275490>
8,qed,0.47698857362493174,,CCCC1C=C2OOCN2CC1C(C(C)(C)C)C1(c2ccc(C3CC3)cc2O)ON1CO,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba4276a20>
8,qed,0.29710836528036905,,C=CC(OCC12CCCC13C(N(C)CCCO)C3N(CCC)C(C(O)CO)C2C)C(N)=O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba4275e90>
