generation,objective,score,fatemol,smiles,fate,mol
1,qed,0.4975924106291819,,C=NCC(C)CC1C(N)N1c1ccc2c(c1)=C1CCC3C(OC(=O)N3C(N)=O)C3=CC=NC=2C31,purged,<rdkit.Chem.rdchem.Mol object at 0x796d733b0d60>
1,qed,0.261913016895204,,COc1cccc2c3c4c(cc5c6c(ccc(c64)C(=O)C3)N=C(CCN3CCCC3)C5C)cc12,purged,<rdkit.Chem.rdchem.Mol object at 0x796e34940360>
1,qed,0.4004431584797017,,Cc1cc(CC2C=CNCC2)c(O)c(C=O)c1C1CNc2c(ccnc2C(=O)O)-c2sccc21,purged,<rdkit.Chem.rdchem.Mol object at 0x796e349426b0>
1,qed,0.5746964207841496,,CNc1ccc2c(n1)c(C=C1N=C3NC(C4CCCO4)=CN3C1C)nc1c(C3CC3)nccc12,purged,<rdkit.Chem.rdchem.Mol object at 0x796e349406d0>
1,qed,0.44343500977070893,,NN1CN2C=c3c(-n4cc5cc(OCCCO)cc6c5c4C=CC6)nccc3=C3C=CN=C1C32,purged,<rdkit.Chem.rdchem.Mol object at 0x796e34945990>
1,qed,0.41377176308378855,,Oc1cc2c3c(c1NC1CCCCC1)NNN3c1cccc(c1)C1CCC3CNCC3C1OC2,purged,<rdkit.Chem.rdchem.Mol object at 0x796e34945c60>
2,qed,0.26640350089670073,,O=C(C(C=C=C1CCCC(C2CNCN2)C1)OO)N1CC2C(CCN2C(=O)NC2CCC2)C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x796e349405e0>
2,qed,0.29883928154565104,,CNC1(O)CC1NC(CO)C1=CCCC(C)C2Nc3ccc4coc(C)c4c3CCNC2=C=C1,purged,<rdkit.Chem.rdchem.Mol object at 0x796e34942b10>
2,qed,0.5283964635836634,,CC1Cc2c3c(c4ccc(F)cc4c2CC(=O)OCC(C#N)C(O)CCCC(=O)O)CCC3C1,purged,<rdkit.Chem.rdchem.Mol object at 0x796d71f3e070>
2,qed,0.45062896154605336,,C=C(CC)CCC1CC1c1c2c(cn1C)C1=C(C=CN2CO)C(C(C)O)C(=O)S1.CCC(C)O,purged,<rdkit.Chem.rdchem.Mol object at 0x796d71f3ff60>
2,qed,0.5514895500816333,,C=C1CC2C(Nc3ccccc3CCO)=C3CCCC4CN(c5cn[nH]c5)CC4C3=C2C(=O)N1,purged,<rdkit.Chem.rdchem.Mol object at 0x796e34940180>
