generation,objective,score,fatemol,smiles,fate,mol
1,qed,0.6632192522442178,,CC1=Nc2c3c4c(c5c(O)cccc25)CC(CNO)C(=O)C4C(C)C2CCOC2C13,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4ef0>
1,qed,0.6083232441708808,,CCCN1Cc2c3c4c([nH]c(=O)n4C4CCCC4C(O)C3C1=O)c1cccc(O)c21,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf7920>
1,qed,0.6748396239877414,,CCCC1NC2=c3c(O)cccc3=C3NC(=O)C4C5OCCC5C(C)C(C1C)C2N34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4770>
1,qed,0.4482359289070592,,CC1C2C(=O)C(CC=O)Nc3c2c2c(c4cccc(O)c34)OC(=O)C2C2OCCC12,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf7d80>
1,qed,0.8023845941692291,,CCCC1Oc2c3c4c(c5cccc(C)c25)NC(=O)C4C2CCCC2N(C)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bd761b0>
1,qed,0.797764492124411,,COCN1Cc2c3c4c(c5cccc(O)c25)NC(=O)C4C2OCCC2C(C)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf7f10>
1,qed,0.7140991265439046,,CCNC1Oc2c3c4c(c5cccc(O)c25)NC(C)C4C2C=NCC2C(C)N3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf6fc0>
1,qed,0.48360412167306205,,CC1=Nc2c3c4c(c(O)c(CCO)cc4c4c(O)cccc24)C(C)C2CCNC2C13,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf72e0>
2,qed,0.7524175356372244,,COCC1OC2c3c(C)cccc3C3=NC(=O)C4C5CCCC5C(C)C(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf7f60>
2,qed,0.8142989823091014,,COCN1Cc2c3c4c(c5cccc(O)c25)CC(C)N4C2CCCC2C(C)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bc9f7e0>
2,qed,0.7754199463593474,,CCCC1OC2c3c(O)cccc3C3=NC(C)C4C3C2N(C1=O)C(C)C1CNCN14,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4a40>
2,qed,0.5104489405940298,,CC1C2CCCC2C2C(=O)NC3c4cccc(O)c4C4NC(CCO)C(O)C1C4C32,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4040>
2,qed,0.7071518612867063,,CCCC1Oc2c3c4c(c5cccc(O)c25)NC(=O)C4C2CCCC2C(O)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf6ca0>
2,qed,0.658026612205874,,CCOC1CC2C3C(O)COCC3C3=C4C(C(=O)N3)C3OCCC3C(C)N(C1=O)C42,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4180>
2,qed,0.7076370537881956,,CCOC1Nc2c3c4c(c5cccc(O)c25)NC(C)C4=C2CCOC2C(C)N3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4900>
2,qed,0.6116789224585784,,CC1NC2=C3CN=CC(=O)C3C3NC(CCO)C(C)C4C(C)C5CCOC5C1N2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf5990>
3,qed,0.7770871673988127,,C=C1C2C(=O)N(COC)Cc3c2c2c(c4cccc(O)c34)CC(C)N2C2CCOC12,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf58f0>
3,qed,0.42795486884473277,,CC1NN2c3cccc(O)c3C3OC(CCO)C(N)N4C(=O)C5CNCC5C1C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf7d30>
3,qed,0.6896759040763987,,COCC1OC2c3c(C)cccc3C3OC(=O)C4C3C2N(C1=O)C(C)C1CCCN14,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4e00>
3,qed,0.7113223653525608,,COCC1Cc2c3c4c(c5cccc(O)c25)NN(C)C4=C2CCNC2C(C)N3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcdf100>
3,qed,0.8152776844450962,,COCN1Cc2c3c(c4c5c2C(C1=O)C(C)C1CNCC1N5C(C)C4)C=CCC3=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4400>
3,qed,0.7756349293792892,,CCCC1OC2c3c(O)cccc3C3NC(C)C4C5CCCC5C(C)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcdc450>
3,qed,0.8032758319537122,,COCC1OC2c3c(O)cccc3C3CC(=O)N4C5CCCC5C(C)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4f90>
3,qed,0.7672945999969609,,C=COC1Cc2c3c(c4c5c2N(C1=O)C(C)C1OCCC1=C5C(C)N4)CC=CC3=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcdc950>
4,qed,0.6577188727156793,,COCN1Cc2c3c4c(c5cc[nH]c(=O)c25)CC(C)N4C2CNCC2C(O)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcdf740>
4,qed,0.7867660385456345,,COCC1OC2c3c(O)ccnc3C3CC(=O)N4C5CCCC5C(C)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcdfd30>
4,qed,0.8255379233212575,,COCN1Cc2c3c4c(c5cccc(F)c25)CC(C)N4C2CCCC2C(O)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef99396c0>
4,qed,0.7285445463210907,,CCCC1OC2c3c(O)cccc3C3NC(C)C4C5CCCC5C(=O)C(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcddd00>
4,qed,0.7612550262579011,,CCCN1Cc2c3c(c4c5c2C(C1=O)C(C)C1NNCC1N5C(C)S4)C=CCC3=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf5ad0>
4,qed,0.7699926080469681,,COCC1OC2c3c(O)cccc3C3CC(=O)N4C5COCC5C(C)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef9938270>
4,qed,0.5320218389543696,,C=C1C2OCCC2N2C(C)CC3C4=CC=NC(=O)C4C4NC(=CCC)C(=O)C1C4C32,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf7b00>
4,qed,0.6981783413484014,,CCCC1NC2c3c(O)cccc3C3NC(C)C4C3C2N(C1=O)C(C)C1CCCN14,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef9938540>
5,qed,0.735616145304289,,COCN1Cc2c3c4c(c5cccc(F)c25)CC(C)N4C2=CC=CC2C(C)N3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe38897f60>
5,qed,0.7738401426727728,,COCC1OC2c3c(F)cccc3C3CC(=O)N4C5CNCC5C(C)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef9938130>
5,qed,0.7779283487103248,,CC1C2CCCC2N2C(=O)CC3c4cccc(O)c4C4CN(CCO)C(=O)N1C4C32,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcdf060>
5,qed,0.6868283565810459,,CCCN1Cc2c3c4c(c5cccc(O)c25)SC(C)N4C2CNCC2C(O)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef993b9c0>
5,qed,0.8255379233212575,,COCN1Cc2c3c4c(c5cccc(F)c25)CC(C)N4C2CCCC2C(O)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef993bb50>
5,qed,0.7208896029163743,,CCOC1CC2c3c(nc[nH]c3=O)N3CC(=O)C4C3C2N(C1=O)C(C)C1CCCN14,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef993b970>
5,qed,0.7501420152008483,,CCCC1OC2C3C(O)CCCC3C3CC(=O)N4C5CCCC5C(C)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fef993bf10>
5,qed,0.670779413218554,,CCCC1Cc2c3c4c(c5cccc(O)c25)SC(C)N4C2CONC2C(C)C3C1O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcde7f0>
6,qed,0.6937323743929554,,CC1Cc2c3c4c(c5c(F)cccc25)CN(CCO)C(=O)C4C(O)C2NCCC2N31,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf4c20>
6,qed,0.8150683832817349,,CCCN1CC2c3c(O)cccc3C3CC(=O)N4C5CCCC5C(C)C(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcf7c40>
6,qed,0.745733598517054,,COCC1OC2c3c(F)cccc3C3CC(=O)N4C5CCCC5C(C)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe00202bb0>
6,qed,0.5954147842919413,,O=C=CC1OC2c3c(O)cccc3C3CC(=O)N4C5COCC5C(O)N(C1=O)C2C34,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe00201850>
6,qed,0.7900208196410695,,CNCN1Cc2c3c4c(c5cccc(F)c25)CC(C)N4C2CCOC2C(O)C3C1=O,purged,<rdkit.Chem.rdchem.Mol object at 0x75fe1bcdf600>
