generation,objective,score,fatemol,smiles,fate,mol
1,qed,0.4628285203132168,,CC1N=CNC2CCc3c(-c4cccc(F)c4)cc4cn(N=CC5CCCCC5F)cc4c3C12,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc471300e0>
1,qed,0.35999472879745026,,CN1CCCC=C1NCc1cc2n(c1)NC(c1cccc(F)c1)c1ccc3cccc(Cl)c3c1-2,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712a340>
1,qed,0.6237211732686195,,Cc1ncnc2c1C1C(CC2)C(c2cccc(F)c2)CN2CC(C#CC3CCCCC3C)NC12,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2bc40>
1,qed,0.4512928583052874,,COC1=C2C(=O)CNC3=C2C(C=C1)C(c1cccc(F)c1)=CC=C3NN=CC1OCCOC1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbd7b534c0>
1,qed,0.33744251496398686,,Fc1cccc(-c2cc3c4c(nc5ccnc6ccc2c4c65)C(CNC2=NNCCC2F)S3)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff282c0>
1,qed,0.40744687796036727,,CC1CNNc2ccc3c(-c4cccc(O)c4)cc4c(c3c21)NC(CCC1OCCNC1=O)C4,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712a480>
2,qed,0.511089866233325,,Nc1cccc(C2CC3CC(C=CC4OCCCC4=O)SC3C3c4c(N)ncnc4CCN23)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115800>
2,qed,0.42296672249182127,,Fc1cccc(-c2cc3c(c4c2CCN2CC=CC(F)C42)SC(NCC2=CCC4OC4C2)S3)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712a0c0>
2,qed,0.2968733290246447,,CCC1CCC2C(c3cccc(F)c3)CC(CNN=CC3C=CNCC3Cl)C3NCC(C)C1C23,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47130860>
2,qed,0.21312566969034089,,CC1=CC=CCC1CCCCc1nc(-c2cccc(F)c2)c2ccc3cccc4c3c2c1CC4,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115ee0>
2,qed,0.5457637648005368,,CCc1c(-c2cncc(C)c2)nc2c(c1C1N=C(N)NC1=O)CC(C#CC1CCC=CC1C)C2,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712b380>
2,qed,0.37327414847475904,,CC1COCCC1N=Nc1cc2c3c(c(-c4cccc(F)c4)nc2s1)COC1=C3C=CC=CC1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbd7b16980>
2,qed,0.6555693571502839,,COC1COC2C(c3cccc(F)c3)=CC=C(NCCC3CCOCC3O)C3=C2C1C(F)CC3,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47129940>
2,qed,0.27013585757733344,,CC1CCCC=C1CCC1Cc2nc(-c3cncc(O)c3)c3ccc4nccc(F)c4c3c2N1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115e40>
3,qed,0.5169613141396121,,COC1=C2C3=C(CCC2O)C(CSCC2CCCNC2O)=CC=C(c2cccc(F)c2)C3CS1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbd74d9a80>
3,qed,0.4966388027799987,,CCc1c(-c2cccc(O)c2)nc2c(c1C1NC(=O)CC1O)CC(OCC1CCCCC1O)S2,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbc8143ec0>
3,qed,0.454102117228538,,Nc1ncnc2c1C1C(NN2)C(c2cccc(Cl)c2)CC2CC(NCc3ccccc3F)CN21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115e90>
3,qed,0.2489115209529024,,Oc1cccc2ccc3c(-c4cccc(F)c4)nc4c(c3c12)SC(C=CC1CCC(O)CC1)C4,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc471154e0>
3,qed,0.5221523467161165,,OC1CCCCC1CCNC1CCC(c2cccc(F)c2)C2CC3CCC3C3C(O)CCC1C23,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ad7b0>
3,qed,0.4010876646904843,,CCC1=C(C(=O)N=NCCN)N=C2OC(CCN3CCCCC3=O)CN2C1C1=NC=CNC1F,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42af380>
3,qed,0.6377435160539475,,COC1=NCC(C2CN3CC(COn4ccccc4=O)CC3c3c2coc2ccnc(=N)c3-2)C1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff28e00>
3,qed,0.43144048902798066,,Oc1cncc2c1-c1c(c(-c3cccc(F)c3)cc3c1SC(C=NC1CCCC(O)C1)C3)NC2,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc471156c0>
4,qed,0.5863669686448658,,O=CN1CCNc2cnc3c(c2N2CC(CCc4ccccc4F)CC2(O)CN1)C(=O)N=CC3,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ad620>
4,qed,0.324960576296145,,C=C(C)N(CCC)CCNC(=O)C(CO)C1C(OC)C(CC)NCC1N(O)c1cccc(C)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ac180>
4,qed,0.6459818248496572,,COC1CCC2C(c3cccc(F)c3)OCC(CCCc3ccc[nH]c3=O)C3CCC(O)C1C32,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ac450>
4,qed,0.5396061608063827,,CC1N=C(C2CC(C)C(c3cccc(Cl)n3)CN3CC(OCC4CCCCC4=O)CC23)C(=O)S1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ae7f0>
4,qed,0.3972075504064442,,O=C1NCCC2=C1C(C1CC(COc3cnccc3O)CN1Cc1ccc(SS)cc1)OC=C2,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ae020>
4,qed,0.42274939844667403,,Cc1cc(C2ON=C(OOCN3CCCCC3C)c3ccc(O)c4c(O)c(C)cc2c34)ccn1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ad800>
4,qed,0.38603977784351823,,CC1=CCC=CC1CCCC1=CC=C(c2cccc(Cl)c2)C2=CCC3=C(C2=C1C)C(C)SC3=O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42af9c0>
4,qed,0.4213187494795327,,CSC1C(c2cccc(F)c2)=COC(CC(F)OCC2(C)CCCCC2)N1C1OC(C)=NC1C,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42814e0>
5,qed,0.5683163671342029,,COc1cnc2c3c(ccc(O)c13)C(CNCC1C=CC=NC1=O)CCC2c1cccc(F)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2aac0>
5,qed,0.40417976305406866,,CCC1OCC2(C)CC(OOC3=CCCNC3F)C3Cc4nccc5ccc(c(c45)N32)CC1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ae980>
5,qed,0.2106843875933459,,C1CC1.CC1CCCC(CCCC(CC(C=O)C(=O)S)C2CC2CC2COC3OCCC2O3)C1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc4712a5c0>
5,qed,0.6359313783472705,,CC1C=C2c3c(ncc(O)c3C1=O)C(CCCC1CCCCC1O)OCC2c1cncc(F)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ae6b0>
5,qed,0.2705745200960316,,COC1C=CCC(C2=CC(=O)C=CC2)CC(CCCCC2C=CC=CC2=O)C2CCC3OC13C2,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42aeed0>
5,qed,0.31360186584268906,,O=C1C=CC=CC1CCC1CC(O)(CC2OC2O)C(C2C(NCO)=NC=C3CC=CC(=O)C32)S1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42afb00>
5,qed,0.39887155116802464,,CC1CN(C2CC(=O)C(Cc3cccc(N)n3)C(O)C2C(=O)NCC2=CCCCC2F)C(=S)S1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff2a840>
5,qed,0.6351832226146193,,CC1=C(O)C=C2C(C3CCCN(C)C3)CCC(COCN3CCOCC3C)N3C=CC(O)=C1C23,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ae5c0>
6,qed,0.5918005312040673,,O=c1c(F)cn2c3c(ccc(O)c13)N(CCCN1CCCCC1O)CCC2c1cccc(F)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bbbff29940>
6,qed,0.44801161558245717,,CC1=NC2C3=C(C=CN(C)C3C1=O)C(CCCC1C=CCCC1F)N1CC21C1CCOC(C)C1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47128860>
6,qed,0.6607289282368399,,CCOC1C=CCCC1=O.O=C1C=CC2OCCC(c3cccc(F)c3)C3CCC(CO)C1C23,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42803b0>
6,qed,0.3639193221696923,,CCCC(CC)OCC1(C)CC(COC23C=CCCC2C3)C2=Cc3cccc4cccc(c34)N21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc47115490>
6,qed,0.40188360226934305,,CN1C(=O)C2C(O)C(O)CN(C(=O)C3=CCCC(F)C3)N2C1C(O)CCCC1CCSCC1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bc471160c0>
6,qed,0.6415741067907413,,COc1ccc2c3c1C(=O)N=CC3C(C)(OCCC1CC=CCC1O)CN2C1=CC(=O)CCC1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba4282200>
7,qed,0.6481843452382111,,CCC(C)C1C(=O)N(C2CCCCC(OCF)O2)CC2=COCC(c3cccc(C)c3)C(O)C21,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42af8d0>
7,qed,0.4246638868234907,,COc1ccc2c3c1C(C)OCC3C(C)(OCCC1CCC(C)C1C)CN2c1cccc(Cl)c1,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42ae660>
7,qed,0.5006670283656359,,Cc1cccc(C2CCC3(CC3)C3CNC(=O)C4C(O)C(C)CC2C43)c1.OC1CCCCN1O,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba4277c40>
7,qed,0.5002433509165942,,CCOc1ccccc1CC1CC23CC2CC(c2cccc(F)c2)C2CCC(CC)C(C1O)C23,purged,<rdkit.Chem.rdchem.Mol object at 0x72bba42753f0>
